"Bean_Type","Broad_Bean_Origin","Cocoa_Percent","Company_Location","Company",REF,Rating,"Review_Date","Specific_Bean_Origin_or_Bar_Name"
Criollo,Venezuela,61%,Venezuela,El Rey,206,3.0,2008,"Carenero Superior, Mijao"
Criollo,Venezuela,70%,Venezuela,El Rey,32,2.75,2006,"Carenero Superior, Gran Saman"
 ,St. Lucia,60%,St. Lucia,Emerald Estate,1137,2.75,2013,Emerald Estate
 ,St. Lucia,70%,St. Lucia,Emerald Estate,1137,3.25,2013,Emerald Estate
 ,Venezuela,79%,Japan,Emily's,1450,3.0,2015,Patanemo
Criollo,Peru,78%,Japan,Emily's,1454,3.5,2015,Peru
 ,Honduras,75%,U.S.A.,ENNA,1916,3.25,2016,"Wampusirpi, batch 007"
Forastero,Sao Tome & Principe,80%,Spain,Enric Rovira (Claudio Corallo),565,3.25,2010,Terreiro Velho P.
Trinitario,Vietnam,70%,France,Erithaj (A. Morin),1205,3.25,2014,Ben Tre
Trinitario,Vietnam,80%,France,Erithaj (A. Morin),1209,3.0,2014,Ham Luong
Trinitario,Vietnam,74%,France,Erithaj (A. Morin),1209,3.25,2014,Ba Lai
Trinitario,Venezuela,70%,U.S.A.,Escazu,903,2.75,2012,Rio Caribe
 ,Costa Rica,65%,U.S.A.,Escazu,414,2.0,2009,Guapiles
Criollo,Venezuela,81%,U.S.A.,Escazu,423,3.5,2009,Carenero Superior
Criollo,Venezuela,72%,U.S.A.,Escazu,252,3.0,2008,Ocumare
Trinitario,Trinidad,55%,U.S.A.,Ethel's Artisan (Mars),666,2.5,2011,Trinidad
Criollo (Porcelana),Venezuela,70%,U.S.A.,Ethel's Artisan (Mars),666,2.5,2011,Porcelana
 ,,62%,U.S.A.,Ethel's Artisan (Mars),666,2.75,2011,Red Vanilla
Trinitario,Belize,80%,U.S.A.,Ethereal,1275,3.0,2014,Belize
 ,Ecuador,80%,U.S.A.,Ethereal,1275,3.5,2014,Ecuador
 ,Dominican Republic,80%,U.S.A.,Ethereal,1275,3.75,2014,Dominican Republic
 ,Brazil,75%,U.S.A.,Fearless (AMMA),565,2.75,2010,"Monte Alegre, D. Badaro, Raw, Organic"
 ,Jamaica,76%,Portugal,Feitoria Cacao,1732,3.0,2016,Blue Mountain
 ,Venezuela,76%,Portugal,Feitoria Cacao,1736,2.5,2016,Cuyagua
Trinitario,Belize,76%,Portugal,Feitoria Cacao,1736,2.75,2016,Maya Mountain
Trinitario,Grenada,58%,Switzerland,Felchlin,494,3.5,2010,Grenada
 ,,62%,Switzerland,Felchlin,105,2.0,2006,Supremo- SF
"Trinitario, Criollo",Dominican Republic,74%,Switzerland,Felchlin,105,3.0,2006,Elvesia P.
Criollo,Madagascar,64%,Switzerland,Felchlin,48,3.0,2006,"Madagascar, Grand Cru"
Criollo,Venezuela,65%,Switzerland,Felchlin,48,3.0,2006,Maracaibo Clasificado
Forastero (Arriba),Ecuador,72%,Switzerland,Felchlin,48,3.5,2006,Arriba
Criollo (Wild),Bolivia,68%,Switzerland,Felchlin,56,4.0,2006,"Alto Beni, Cru Savage"
 ,Puerto Rico,65%,U.S.A.,Finca,1283,2.25,2014,Puerto Rico
 ,Dominican Republic,80%,U.S.A.,Finca,1283,3.0,2014,Dominican Republic
 ,Dominican Republic,70%,U.S.A.,Finca,1283,3.25,2014,Dominican Republic
 ,Dominican Republic,85%,U.S.A.,Finca,1287,2.5,2014,Dominican Republic
Criollo,Peru,72%,U.K.,Forever Cacao,1267,2.75,2014,Rio Eni
 ,Dominican Republic,70%,Puerto Rico,Forteza (Cortes),1776,2.75,2016,Dominican Republic
 ,Dominican Republic,80%,Puerto Rico,Forteza (Cortes),1776,2.75,2016,Puerto Rico
 ,Madagascar,70%,Singapore,Fossa,1772,2.75,2016,"Akesson's E., Sambirano V."
 ,Ecuador,75%,Singapore,Fossa,1776,3.5,2016,"Camino Verde P., Balao, Guayas"
Trinitario,Tanzania,67%,Singapore,Fossa,1776,3.75,2016,"Kokoa Kamili Coop, Kilombero"
 ,Venezuela,70%,Venezuela,Franceschi,1355,3.5,2014,Choroni
 ,Venezuela,70%,Venezuela,Franceschi,1355,3.75,2014,Ocumare
 ,Venezuela,70%,Venezuela,Franceschi,911,3.75,2012,Canoabo
 ,Venezuela,60%,Venezuela,Franceschi,915,3.5,2012,Sur del Lago
 ,Costa Rica,70%,Belgium,Frederic Blondeel,1538,3.5,2015,Costa Rica
 ,Peru,75%,Belgium,Frederic Blondeel,1538,3.5,2015,Peru Brutus
Trinitario,Vietnam,80%,Belgium,Frederic Blondeel,1542,3.0,2015,Vietnam
Forastero,Ghana,60%,Belgium,Frederic Blondeel,1351,3.5,2014,Ghana
Trinitario,Madagascar,65%,Belgium,Frederic Blondeel,1351,3.5,2014,Madagascar
 ,Peru,70%,U.S.A.,French Broad,1940,3.5,2017,"Norandino, batch 161208"
 ,Guatemala,73%,U.S.A.,French Broad,1634,3.5,2015,Guatemala
 ,Costa Rica,80%,U.S.A.,French Broad,1209,3.0,2014,San Andres
 ,Nicaragua,68%,U.S.A.,French Broad,1295,3.25,2014,Matagalpa
 ,Peru,66%,U.S.A.,French Broad,1042,3.5,2013,"Palo Blanco, Chulucanas"
Criollo,Peru,70%,U.S.A.,French Broad,883,2.5,2012,Tumbes Coop
 ,Peru,61%,U.S.A.,French Broad,883,3.5,2012,"Palo Blanco, Chulucanas"
 ,Peru,81%,U.S.A.,French Broad,887,2.0,2012,"Palo Blanco w/ panela, Chulucanas"
Forastero (Nacional),Peru,70%,U.S.A.,French Broad,781,3.5,2011,"Maranon Canyon, Fortunato No. 4"
 ,Dominican Republic,65%,U.S.A.,French Broad,785,3.5,2011,La Red
Forastero (Nacional),Peru,70%,U.S.A.,Fresco,1383,3.0,2014,"Maranon, #228, MR, SC"
Forastero (Nacional),Peru,70%,U.S.A.,Fresco,1383,3.5,2014,"Maranon, #227, LR, MC"
Forastero (Nacional),Peru,70%,U.S.A.,Fresco,1383,3.5,2014,"Maranon, #229, MR, LC"
Forastero (Nacional),Peru,70%,U.S.A.,Fresco,1387,3.5,2014,"Maranon, #230, DR, LC"
 ,Dominican Republic,72%,U.S.A.,Fresco,1030,3.25,2013,"Conacado, #223, MR, SC"
 ,Dominican Republic,72%,U.S.A.,Fresco,1081,3.75,2013,"Conacado, #224, MR, MC"
 ,Peru,70%,U.S.A.,Fresco,1117,3.75,2013,"San Martin, Bellavista Coop, #226, DR, MC"
Trinitario,Peru,70%,U.S.A.,Fresco,1149,4.0,2013,"Bellavista Coop, #225, LR, MC, CG Exclusive"
 ,Papua New Guinea,69%,U.S.A.,Fresco,899,3.5,2012,"Markham Valley, #219, LR, MC"
 ,Papua New Guinea,69%,U.S.A.,Fresco,899,3.5,2012,"Markham Valley, #221, DR, MC"
Trinitario,Madagascar,74%,U.S.A.,Fresco,915,4.0,2012,"Sambirano Valley, #216, MR, LC"
Trinitario,Papua New Guinea,69%,U.S.A.,Fresco,927,4.0,2012,"Markham Valley, #220, MR, MC"
Trinitario,Papua New Guinea,69%,U.S.A.,Fresco,931,3.0,2012,"Markham Valley, #222, LR, 0C"
Forastero,Ghana,74%,U.S.A.,Fresco,636,2.75,2011,"Ghana, #211, MR, MC"
Trinitario,Jamaica,70%,U.S.A.,Fresco,642,3.25,2011,"Jamaica, #209, DR, SC"
 ,Dominican Republic,72%,U.S.A.,Fresco,642,3.5,2011,"Conacado, #212, LR, SC"
Trinitario,Jamaica,70%,U.S.A.,Fresco,642,3.5,2011,"Jamaica, #210, DR, MC"
Trinitario,Madagascar,74%,U.S.A.,Fresco,682,2.75,2011,"Sambirano Valley, #214, LR, MC"
 ,Dominican Republic,72%,U.S.A.,Fresco,682,3.25,2011,"Conacado, #213, DR, -C"
Trinitario,Madagascar,74%,U.S.A.,Fresco,688,3.0,2011,"Sambirano Valley, #215, MR, MC"
Trinitario,Venezuela,76%,U.S.A.,Fresco,745,3.25,2011,"Chuao, #218, MR, MC"
Trinitario,Venezuela,70%,U.S.A.,Fresco,745,4.0,2011,"Chuao, #217, DR, MC"
Trinitario,Jamaica,80%,U.S.A.,Fresco,370,2.75,2009,"Jamaica, #204, DR, SC"
Trinitario,Jamaica,70%,U.S.A.,Fresco,370,3.0,2009,"Jamaica, #206, DR, LC"
Trinitario,Jamaica,70%,U.S.A.,Fresco,370,3.25,2009,"Jamaica, #205, DR, MC"
Criollo,Venezuela,65%,U.S.A.,Fresco,370,3.5,2009,"Carenero Superior, #203, MR, SC"
 ,Nicaragua,70%,Denmark,Friis Holm,1912,3.5,2016,"Rugoso, Bad Fermentation"
 ,Nicaragua,60%,Denmark,Friis Holm (Bonnat),1680,3.0,2015,La Dalia
 ,Nicaragua,85%,Denmark,Friis Holm (Bonnat),1680,3.25,2015,La Dalia
 ,Nicaragua,70%,Denmark,Friis Holm (Bonnat),1259,3.5,2014,La Dalia
 ,Nicaragua,70%,Denmark,Friis Holm (Bonnat),1034,3.25,2013,"Barba, Xoco"
 ,Nicaragua,70%,Denmark,Friis Holm (Bonnat),1034,3.5,2013,"Medagla, Xoco"
"Criollo, Trinitario",Nicaragua,70%,Denmark,Friis Holm (Bonnat),895,3.25,2012,"Chuno, triple turned, Xoco"
"Criollo, Trinitario",Honduras,70%,Denmark,Friis Holm (Bonnat),899,3.25,2012,"Red Mayan, Xoco"
"Criollo, Trinitario",Nicaragua,70%,Denmark,Friis Holm (Bonnat),899,3.25,2012,"Chuno, double turned, Xoco"
 ,Nicaragua,70%,Denmark,Friis Holm (Bonnat),923,3.75,2012,"Rugoso, Xoco"
"Criollo, Trinitario",Nicaragua,70%,Denmark,Friis Holm (Bonnat),623,3.25,2011,"Johe, Xoco"
"Criollo, Trinitario",Nicaragua,70%,Denmark,Friis Holm (Bonnat),623,3.5,2011,"Chuno, Xoco"
"Criollo, Trinitario",Nicaragua,70%,Denmark,Friis Holm (Bonnat),623,3.5,2011,"Nicaliso, Xoco"
Beniano,Bolivia,74%,U.S.A.,Fruition,1780,3.75,2016,"Wild Bolivian, Batch 2"
Amazon mix,Costa Rica,74%,U.S.A.,Fruition,1780,4.0,2016,"Coto Brus, Heirloom, Batch 1"
Trinitario,Trinidad,70%,U.S.A.,Fruition,1347,3.75,2014,Gran Couva
Forastero (Nacional),Peru,76%,U.S.A.,Fruition,1359,3.0,2014,Maranon
 ,Dominican Republic,70%,U.S.A.,Fruition,1046,3.75,2013,La Red
 ,Ecuador,75%,U.S.A.,Fruition,1185,3.0,2013,Camino Verde
 ,Peru,70%,U.S.A.,Fruition,863,2.5,2012,Peru
Trinitario,Costa Rica,66%,U.S.A.,Fruition,753,3.25,2011,Signature Blend
 ,Costa Rica,70%,U.S.A.,Fruition,781,3.0,2011,Costa Rica
Blend,Hawaii,85%,U.S.A.,Garden Island,1367,2.5,2014,"Kaua'I, Alea Estate +world"
Trinitario,Madagascar,65%,Germany,Georgia Ramon,1642,3.25,2015,Akesson P.
Forastero,Ghana,70%,Germany,Georgia Ramon,1642,4.0,2015,ABOCFA Coop
Trinitario,Dominican Republic,70%,Germany,Georgia Ramon,1646,3.5,2015,Conacado Coop
Trinitario,Dominican Republic,80%,Germany,Georgia Ramon,1646,3.5,2015,Conacado Coop
Trinitario,Madagascar,75%,Germany,Georgia Ramon,1646,3.5,2015,Akesson P.
 ,Belize,70%,U.S.A.,Glennmade,1848,3.5,2016,"Toledo District, 2015 Harvest"
"Trinitario, Forastero",Brazil,66%,U.S.A.,Glennmade,1672,3.0,2015,Bahia
 ,Mexico,77%,U.S.A.,Goodnow Farms,1924,2.75,2016,"Almendra Blanca, batch 1004"
 ,Nicaragua,77%,U.S.A.,Goodnow Farms,1924,3.25,2016,"El Carmen, batch 1003"
 ,Guatemala,77%,U.S.A.,Goodnow Farms,1924,3.25,2016,"Asochivite, batch 1005"
Trinitario,Vietnam,72%,Vietnam,Grand Place,741,3.0,2011,"Ben Tre, Dong Nai"
 ,,70%,U.K.,Green & Black's (ICAM),15,2.5,2006,Dark
 ,Madagascar,70%,Japan,Green Bean to Bar,1896,3.5,2016,Madagascar
Trinitario,Grenada,82%,Grenada,Grenada Chocolate Co.,494,3.25,2010,Grenada
Trinitario,Grenada,60%,Grenada,Grenada Chocolate Co.,363,2.75,2009,Grenada
Trinitario,Grenada,71%,Grenada,Grenada Chocolate Co.,241,2.5,2008,Grenada
Forastero (Arriba) ASS,Ecuador,64%,Italy,Guido Castagna,355,3.0,2009,Arriba
Forastero,Ghana,64%,Italy,Guido Castagna,355,3.0,2009,Ghana
 ,Venezuela,76%,Italy,Guido Castagna,355,3.0,2009,Lacri Blend
 ,,70%,U.S.A.,Guittard,1602,3.75,2015,"Epique, Blend No. 49"
 ,Haiti,65%,U.S.A.,Guittard,1053,2.75,2013,Haiti
 ,Nicaragua,65%,U.S.A.,Guittard,1053,2.75,2013,Nicaragua
Trinitario,Jamaica,65%,U.S.A.,Guittard,1053,3.25,2013,Jamaica
 ,Ecuador,65%,U.S.A.,Guittard,1053,3.5,2013,Ecuador
 ,,72%,U.S.A.,Guittard,654,2.75,2011,Coucher du Soleil
 ,,61%,U.S.A.,Guittard,654,3.25,2011,Lever du Soleil
 ,,72%,U.S.A.,Guittard,654,3.25,2011,Onyx
Trinitario,Trinidad,65%,U.S.A.,Guittard,552,3.0,2010,Trinidad
 ,Hawaii,55%,U.S.A.,Guittard,316,3.0,2009,"O'ahu, N. Shore, Waialua E., Kakoleka"
 ,,91%,U.S.A.,Guittard,387,3.0,2009,Nocturne
Blend,,70%,U.S.A.,Guittard,387,3.5,2009,Complexite
 ,Peru,65%,U.S.A.,Guittard,259,3.0,2008,Machu Pichu
 ,,64%,U.S.A.,Guittard,276,3.0,2008,Special Maker Reserve
 ,Venezuela,65%,U.S.A.,Guittard,276,3.5,2008,Ocumare
Blend,,72%,U.S.A.,Guittard,147,3.5,2007,Quetzalcoatl
Trinitario,Colombia,65%,U.S.A.,Guittard,15,3.0,2006,Chucuri
"Trinitario, Criollo",Venezuela,65%,U.S.A.,Guittard,87,2.5,2006,Sur del Lago
"Criollo, +",Madagascar,65%,U.S.A.,Guittard,87,3.5,2006,"Sambirano, Ambanja"
Forastero (Arriba),Ecuador,65%,U.S.A.,Guittard,93,3.5,2006,"Los Rios, Quevedo"
Blend,,61%,U.S.A.,Guittard,93,3.5,2006,Tsaranta
Blend,,61%,U.S.A.,Guittard,99,3.0,2006,Semisweet
 ,Papua New Guinea,80%,Canada,Habitual,1197,2.75,2014,Papua New Guinea
 ,,74%,Canada,Habitual,1197,2.75,2014,Campesino w/ nibs
 ,Dominican Republic,75%,Canada,Habitual,1197,3.25,2014,Dominican Republic
Trinitario,,70%,Canada,Habitual,1197,3.5,2014,Trinitario
 ,,65%,Canada,Habitual,1201,2.75,2014,Downtown London
 ,,70%,Canada,Habitual,1201,3.0,2014,Africa meets Latina
 ,,80%,Canada,Habitual,1201,3.0,2014,Amazonas
 ,Hawaii,66%,Canada,Habitual,1201,3.25,2014,Sharkey
 ,,100%,Canada,Habitual,1205,2.0,2014,one hundred
Forastero (Arriba),Ecuador,77%,Germany,Hachez,166,2.5,2007,Arriba
Trinitario,Ecuador,55%,Ecuador,Hacienda El Castillo,1327,2.75,2014,Don Homero- Cerecita Valley
Trinitario,Ecuador,70%,Ecuador,Hacienda El Castillo,1327,3.0,2014,Don Homero- Cerecita Valley
 ,Brazil,85%,U.S.A.,Harper Macaw,1808,3.25,2016,"Vale do Juliana, w/ nibs"
 ,Brazil,67%,U.S.A.,Harper Macaw,1696,3.0,2015,Brazil Blend
 ,Brazil,77%,U.S.A.,Harper Macaw,1700,3.5,2015,"Tome Acu E., Amazon Rainforest"
 ,Brazil,74%,U.S.A.,Harper Macaw,1700,3.5,2015,"Vale do Juliana E., Atlantic Forest"
 ,Peru,64%,Germany,Heilemann,1876,2.75,2016,Peru
Amazon,Belize,70%,U.S.A.,Heirloom Cacao Preservation (Brasstown),1748,3.25,2016,"Maya Mtn, Moho R., Toledo D., 2015"
Amazon mix,Costa Rica,74%,U.S.A.,Heirloom Cacao Preservation (Fruition),1748,3.5,2016,"Cota Brus, Terciopelo, 2015"
"Amazon, ICS",Bolivia,67%,U.S.A.,Heirloom Cacao Preservation (Guittard),1239,3.5,2014,"Alto Beni, Upper Rio Beni, 2014"
Beniano,Bolivia,67%,U.S.A.,Heirloom Cacao Preservation (Guittard),1243,3.0,2014,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014"
EET,Ecuador,67%,U.S.A.,Heirloom Cacao Preservation (Guittard),1243,3.75,2014,"Los Rios, Hacienda Limon, Orecao, 2014"
 ,Hawaii,67%,U.S.A.,Heirloom Cacao Preservation (Guittard),1243,3.75,2014,"Maunawili, O'ahu, Agri Research C., 2014"
 ,Hawaii,72%,U.S.A.,Heirloom Cacao Preservation (Manoa),1744,3.5,2016,"Maunawili, O'ahu, Agri Research C., 2015"
EET,Ecuador,70%,U.S.A.,Heirloom Cacao Preservation (Millcreek),1744,3.5,2016,"Los Rios, Hacienda Limon, Orecao, 2015"
EET,Ecuador,77%,U.S.A.,Heirloom Cacao Preservation (Mindo),1748,3.5,2016,"Pinchincha, Mindo, Coop Nueva Esper., 2015"
"Amazon, ICS",Bolivia,68%,U.S.A.,Heirloom Cacao Preservation (Zokoko),1744,3.75,2016,"Alto Beni, Upper Rio Beni, 2015"
Beniano,Bolivia,72%,U.S.A.,Heirloom Cacao Preservation (Zokoko),1744,4.0,2016,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015"
Forastero,Uganda,57%,U.S.A.,hello cocoa,1458,2.75,2015,Uganda
Criollo,Venezuela,74%,U.S.A.,hello cocoa,1462,3.5,2015,Venezuela
 ,Tanzania,70%,U.S.A.,hexx,1546,2.75,2015,Tanzania
Trinitario,Madagascar,74%,U.S.A.,hexx,1546,3.0,2015,Madagascar
 ,Venezuela,70%,U.S.A.,hexx,1546,3.0,2015,Venezuela
 ,Ecuador,73%,U.S.A.,hexx,1550,3.25,2015,Ecuador
 ,Peru,70%,U.S.A.,hexx,1550,3.25,2015,Peru
Trinitario,Madagascar,70%,New Zealand,Hogarth,1712,2.75,2016,Akesson's Estate
Trinitario,Venezuela,72%,New Zealand,Hogarth,1712,2.75,2016,Carenero Superior
Trinitario,Dominican Republic,75%,New Zealand,Hogarth,1712,3.25,2016,Conacado
Criollo,Peru,66%,New Zealand,Hogarth,1712,3.5,2016,Gran Blanco
Forastero (Arriba) ASS,Ecuador,80%,Ecuador,Hoja Verde (Tulicorp),414,2.0,2009,Arriba
Forastero (Arriba) ASS,Ecuador,80%,Ecuador,Hoja Verde (Tulicorp),414,2.5,2009,Manabi
Forastero (Arriba) ASS,Ecuador,72%,Ecuador,Hoja Verde (Tulicorp),414,3.0,2009,Arriba
Forastero (Arriba) ASS,Ecuador,58%,Ecuador,Hoja Verde (Tulicorp),414,3.25,2009,Arriba
Forastero (Arriba) ASS,Ecuador,58%,Ecuador,Hoja Verde (Tulicorp),414,3.5,2009,Manabi
 ,Peru,70%,Israel,Holy Cacao,1872,2.75,2016,Maranon
 ,Ecuador,70%,Israel,Holy Cacao,1466,3.5,2015,"Camino Verde P., Balao, Guayas"
Trinitario,Madagascar,70%,Israel,Holy Cacao,1466,3.5,2015,Sambirano
Trinitario,Trinidad,70%,Israel,Holy Cacao,1466,3.5,2015,Gran Couva
 ,Venezuela,70%,Israel,Holy Cacao,1466,3.5,2015,Mara
 ,Côte d'Ivoire,70%,Israel,Holy Cacao,431,2.5,2009,Côte d'Ivoire
 ,Dominican Republic,70%,Israel,Holy Cacao,431,2.75,2009,Hispaniola
 ,Peru,70%,Israel,Holy Cacao,431,3.5,2009,San Martin
 ,Dominican Republic,75%,Israel,Holy Cacao,431,3.75,2009,Hispaniola w/ nibs
 ,Ecuador,72%,South Africa,Honest,1327,2.5,2014,"Ecuador, w/ nibs"
 ,St. Lucia,70%,U.K.,Hotel Chocolat,1654,2.75,2015,"Pepiniere, single Cote"
Trinitario,St. Lucia,70%,U.K.,Hotel Chocolat,1030,4.0,2013,"Marcial, single Cote, 2012"
Trinitario,St. Lucia,100%,U.K.,Hotel Chocolat,1113,1.75,2013,"Island Growers, 2012, 120hr c."
Trinitario,Trinidad,75%,U.K.,Hotel Chocolat (Coppeneur),1038,3.0,2013,Trinidad
Trinitario,Vietnam,80%,U.K.,Hotel Chocolat (Coppeneur),1038,3.5,2013,Mekong Delta & Dong Nai
Forastero (Nacional),Ecuador,90%,U.K.,Hotel Chocolat (Coppeneur),1065,3.0,2013,"Los Rios, H. Iara"
Trinitario,Madagascar,72%,U.K.,Hotel Chocolat (Coppeneur),1065,3.0,2013,"Somia Plantation, Akesson, 2012"
Forastero (Nacional),Ecuador,82%,U.K.,Hotel Chocolat (Coppeneur),1065,3.5,2013,"Los Rios, H. Iara, 2012"
 ,Peru,100%,U.K.,Hotel Chocolat (Coppeneur),1109,2.75,2013,"Chanchamayo, Pichanadi, 2012, 60hr c."
Forastero (Nacional),Ecuador,100%,U.K.,Hotel Chocolat (Coppeneur),1113,2.5,2013,"Los Rios, H. Iara, 2012, 120hr c."
 ,Dominican Republic,100%,U.K.,Hotel Chocolat (Coppeneur),1113,2.75,2013,"Conacado, 2012, 120hr c."
"Trinitario, Criollo",Madagascar,66%,U.K.,Hotel Chocolat (Coppeneur),809,3.5,2012,Sambirano
Forastero (Nacional),Ecuador,80%,U.K.,Hotel Chocolat (Coppeneur),623,3.0,2011,"Los Rios, H. Iara, 96hr c."
Trinitario,St. Lucia,65%,U.K.,Hotel Chocolat (Coppeneur),623,3.0,2011,"Island Growers, 120hr c."
Trinitario,St. Lucia,65%,U.K.,Hotel Chocolat (Coppeneur),623,3.25,2011,"Island Growers, 96hr c."
 ,Ecuador,70%,U.K.,Hotel Chocolat (Coppeneur),552,2.75,2010,Ecuador
 ,Dominican Republic,70%,U.K.,Hotel Chocolat (Coppeneur),552,3.0,2010,Santo Domingo
Trinitario,Venezuela,70%,U.K.,Hotel Chocolat (Coppeneur),600,2.75,2010,Chuao
 ,St. Lucia,72%,U.K.,Hotel Chocolat (Coppeneur),245,3.0,2008,St. Lucia
Forastero,Uganda,80%,U.K.,Hotel Chocolat (Coppeneur),296,2.5,2008,Uganda
 ,Tanzania,75%,U.K.,Hotel Chocolat (Coppeneur),296,2.75,2008,Tanzania
Forastero,Sao Tome,72%,U.K.,Hotel Chocolat (Coppeneur),300,3.0,2008,Uba Budo
Trinitario,Vietnam,70%,Canada,Hummingbird,1542,3.5,2015,Lam Dong
"Criollo, Trinitario",Bolivia,70%,Canada,Hummingbird,1307,3.0,2014,Bolivia
"Criollo, Trinitario",Bolivia,70%,Canada,Hummingbird,1311,3.0,2014,"Bolivia, Bo-nib-ia, w/ nibs"
Trinitario,Nicaragua,70%,Canada,Hummingbird,1311,3.0,2014,Momotombo
Trinitario,Dominican Republic,70%,Canada,Hummingbird,1311,3.75,2014,Hispaniola
 ,Dominican Republic,70%,Canada,Hummingbird,1387,3.5,2014,Zorzal Reserva w/ Charles Kerchner
"Trinitario, Criollo",Venezuela,70%,Canada,Hummingbird,1097,3.25,2013,"Ocumare, Cumboto"
Forastero,Venezuela,70%,Canada,Hummingbird,1097,3.75,2013,Amazonas
Trinitario,Venezuela,72%,Switzerland,Idilio (Felchlin),1085,3.75,2013,"Chuao, Venezuela"
Criollo,Venezuela,72%,Switzerland,Idilio (Felchlin),725,3.75,2011,Coopertiva Amazona
 ,Venezuela,72%,Switzerland,Idilio (Felchlin),725,3.75,2011,"Sur del Lago, Amiari Meridena, Zulia, 48hr c."
Criollo,Venezuela,72%,Switzerland,Idilio (Felchlin),729,3.25,2011,"Choroni, Finca Torres, 48hr c."
Criollo,Venezuela,72%,Switzerland,Idilio (Felchlin),733,3.75,2011,"Ocumare, H. Cata, 48hr c."
Criollo,Venezuela,74%,Switzerland,Idilio (Felchlin),733,4.0,2011,"Porcelana, Zulia"
Criollo,Venezuela,72%,Switzerland,Idilio (Felchlin),737,3.5,2011,"Ocumare, H. Cata, w/ nibs"
Trinitario,Venezuela,70%,Switzerland,Idilio (Felchlin),737,4.0,2011,"Carenero Superior, Urrutia, Barlovento"
Criollo,Venezuela,72%,Switzerland,Idilio (Felchlin),737,4.0,2011,Coopertiva Amazona w/ nibs
 ,Venezuela,72%,Switzerland,Idilio (Felchlin),737,4.0,2011,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs"
 ,India,61%,India,Indah,1788,2.5,2016,India (south)
 ,Dominican Republic,70%,U.S.A.,Indaphoria,821,3.25,2012,La Red
 ,Dominican Republic,70%,U.S.A.,Indaphoria,907,2.75,2012,"Conacado, Manifesto"
 ,Honduras,77%,U.S.A.,Indi,1255,3.0,2014,Honduras
Criollo,Peru,72%,Scotland,iQ Chocolate,943,2.75,2012,"Satipo region, white label"
 ,Peru,72%,Scotland,iQ Chocolate,943,3.0,2012,black label
Trinitario,Madagascar,72%,U.S.A.,Isidro,1275,3.5,2014,Madagascar
 ,Peru,72%,U.S.A.,Isidro,1279,2.25,2014,Peru
Trinitario,Belize,72%,U.S.A.,Isidro,1279,3.25,2014,Belize
 ,Dominican Republic,72%,U.S.A.,Isidro,1279,3.25,2014,Dominican Republic
Trinitario,Belize,70%,U.S.A.,Izard,1542,3.5,2015,"Maya Mountain, Toledo, Batch 29"
 ,Dominican Republic,70%,U.S.A.,Izard,1546,2.75,2015,"Elvesia P., Batch 32"
Trinitario,Ghana,71%,U.S.A.,Jacque Torres,5,2.0,2006,Trinatario Treasure
Trinitario,Madagascar,63%,Czech Republic,Jordis,1534,2.75,2015,Madagascar
Trinitario,Belize,70%,U.S.A.,Just Good Chocolate,1375,3.5,2014,Belize
Trinitario,Madagascar,70%,U.S.A.,Just Good Chocolate,1375,3.5,2014,Madagascar
 ,Peru,70%,U.S.A.,Just Good Chocolate,1375,4.0,2014,Peru
 ,Dominican Republic,70%,Dominican Republic,Kah Kow,1061,3.5,2013,"Rizek Cacao, Cibao Valley, Dominican Republic."
 ,Dominican Republic,82%,Dominican Republic,Kah Kow,1069,3.0,2013,"Rizek Cacao, Dominican Republic."
 ,Dominican Republic,55%,Dominican Republic,Kah Kow,1069,3.25,2013,"Rizek Cacao, Dominican Republic."
 ,Dominican Republic,62%,Dominican Republic,Kah Kow,1073,3.25,2013,"Rizek Cacao, Dominican Republic."
 ,Peru,64%,Germany,Kakao,837,2.5,2012,Peru
Trinitario,Vanuatu,65%,Germany,Kakao,387,3.75,2009,Vanuatu
 ,Ecuador,70%,Ecuador,Kallari (Ecuatoriana),241,3.0,2008,Sisa 36hr/ W. F. blend prototype
 ,Ecuador,70%,Ecuador,Kallari (Ecuatoriana),241,3.5,2008,Sisa's Secret/ original micro
 ,Ecuador,75%,Ecuador,Kallari (Ecuatoriana),245,2.75,2008,Roberto
 ,Ecuador,85%,Ecuador,Kallari (Ecuatoriana),248,2.5,2008,Diego/ original micro
 ,Ecuador,85%,Ecuador,Kallari (Ecuatoriana),248,2.75,2008,Diego 48hr/ W.F. blend prototype
 ,Ecuador,85%,Ecuador,Kallari (Ecuatoriana),248,3.0,2008,Diego 60hr/ W.F. blend prototype
 ,Ecuador,75%,Ecuador,Kallari (Ecuatoriana),263,2.5,2008,Cacao Nacional W.F.
 ,Ecuador,85%,Ecuador,Kallari (Ecuatoriana),269,3.0,2008,Cacao Nacional W.F.
 ,,70%,France,Kaoka (Cemoi),404,2.75,2009,Noir
 ,Ecuador,80%,France,Kaoka (Cemoi),423,2.75,2009,Ecuador
 ,Dominican Republic,70%,U.S.A.,Kerchner,1133,3.75,2013,"La Red, Project Reserva, Guaconejo"
 ,Mexico,72%,Mexico,Ki' Xocolatl,431,2.0,2009,Dark
Trinitario,Dominican Republic,60%,U.S.A.,Kiskadee,1251,3.0,2014,"La Red, Guanconjeco"
